Date,Close,High,Low,Open,Volume,Return,Volatility,RSI,Value
2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700.0,,,,41611074162.075806
2025-01-03,410.4400024414063,411.8800048828125,379.4500122070313,381.4800109863281,95423300.0,0.08215567328200035,,,39165539484.96705
2025-01-06,411.0499877929688,426.4299926757813,401.7000122070313,423.2000122070313,85516500.0,0.0014861742226248698,,,35151556281.09742
2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500.0,-0.040603340073111616,,,29852853711.120605
2025-01-08,394.9400024414063,402.5,387.3999938964844,392.9500122070313,73038800.0,0.0014707807875760093,,,28845943850.317387
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300.0,-0.0005064369418009695,,,24587288193.725586
2025-01-13,403.30999755859375,403.7900085449219,380.0700073242188,383.2099914550781,67580500.0,0.021710512074366584,,,27255891290.008545
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000.0,-0.017232432245921525,,,33518182161.254883
2025-01-15,428.2200012207031,429.7999877929688,405.6600036621094,409.8999938964844,81375500.0,0.08038151439752794,,,34846616709.33533
2025-01-16,413.8200073242188,424.0,409.1300048828125,423.489990234375,68335200.0,-0.03362756026209668,,,28278472964.501957
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400.0,0.030641323404759113,0.042318273826882274,,40513832100.0
2025-01-21,424.0700073242188,433.2000122070313,406.30999755859375,432.6400146484375,87320900.0,-0.0056975209279747085,0.034705652464878604,,37030174702.55738
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300.0,-0.02112863871036752,0.03559866597434005,,25306474569.98291
2025-01-23,412.3800048828125,420.7300109863281,408.9500122070313,416.05999755859375,50690600.0,-0.006576523247056931,0.032624741410531864,58.19026144499008,20903789875.512695
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.4500122070313,56427100.0,-0.014064741844588391,0.03317375478502946,54.292036384440685,22942129560.31189
2025-01-27,397.1499938964844,406.6900024414063,389.0,394.7999877929688,58125500.0,-0.023193450212053546,0.034228817160450176,48.592347444893235,23084541970.230103
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700.0,0.0023668700890153715,0.03347424127089446,49.1652464331768,19470860383.883667
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600.0,-0.02258280870425211,0.03380694599907613,44.10310400204391,26471874175.24414
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900.0,0.028732954254456988,0.02171677135345355,50.87685580039096,39264625892.25769
