Date,Close,High,Low,Open,Volume,Return,Volatility,RSI,Value
2025-01-02,138.29727172851562,138.8672266066605,134.61761764692358,135.98748671158145,198247200.0,,,,27417046887.817383
2025-01-03,144.4567108154297,144.88666393436952,139.71714137538024,139.99711439640743,229322500.0,0.04453767605051051,,,33127174065.971375
2025-01-06,149.41624450683594,152.14600432101588,147.80640728049391,148.57632545203526,265377400.0,0.03433231771241818,,,39651694484.9884
2025-01-07,140.12710571289062,153.1159160516902,139.99711279126652,153.0159191493047,351782200.0,-0.06216953735254882,,,49294221527.31323
2025-01-08,140.0971221923828,143.9367655713296,137.5473535279277,142.5668963792699,227349900.0,-0.00021397373730991376,,,31851066720.726013
2025-01-10,135.8975067138672,139.90713250101766,134.20765966847648,137.43735839735214,207602500.0,-0.029976457851494387,,,28212662137.565613
2025-01-13,133.21774291992188,133.4777287731417,129.49808381781634,129.97805065881337,204808900.0,-0.019719006321341603,,,27284179387.911987
2025-01-14,131.7478790283203,136.3674645891877,130.03804480886453,136.0374931021696,195590500.0,-0.011033544476767743,,,25768633533.088684
2025-01-15,136.22747802734375,136.43745017340345,131.277920981104,133.63770458598145,185217300.0,0.03400129878417624,,,25231685666.033936
2025-01-16,133.55772399902344,138.73724031386243,133.47772952507327,138.6272498193542,209235600.0,-0.019597764467051526,,,27945030515.57007
2025-01-17,137.6973419189453,138.48726255165812,135.44754884500142,136.67743145335606,201188800.0,0.030994972031360257,0.03486050213111431,,27703162983.862305
2025-01-21,140.81704711914062,141.8169551308445,137.07738566270945,139.14720257048145,197749000.0,0.022656248528251988,0.03235939104975478,,27846430250.76294
2025-01-22,147.05648803710938,147.77640781491758,143.65679142482674,144.64670591256592,237651400.0,0.04430884644733224,0.0337311890412573,,34948180261.102295
2025-01-23,147.2064666748047,147.2164602628041,143.706788444335,145.0366680027998,155915500.0,0.0010198709332529532,0.026061210461034694,63.6549900239532,22951769854.83551
2025-01-24,142.60687255859375,148.95629439391405,141.86695041120194,148.35634349735062,234657600.0,-0.03124586996828027,0.028515310762985052,54.89793238918331,33463786458.10547
2025-01-27,118.40910339355467,128.3881809500624,116.68926041493282,124.78852130861458,818830900.0,-0.1696816480923582,0.061334967837474955,30.851752386484435,96957032699.93742
2025-01-28,128.9781494140625,128.9881430022562,116.23931491482392,121.79880142784783,579666400.0,0.0892587285741,0.06898213157637197,42.66467879671935,74764299549.51172
2025-01-29,123.6886215209961,126.87833061040897,120.03896327722832,126.48836708502724,467120600.0,-0.041011038823989265,0.07011200582839218,39.06753244591297,57777503098.06061
2025-01-30,124.63853454589844,124.9885008224628,118.08913405132432,123.08867408422284,392925500.0,0.007679873970792839,0.06901528288079177,40.04514240539837,48973658505.71442
2025-01-31,120.0589599609375,127.838243414871,119.1790436181177,123.76861793270326,390372900.0,-0.03674284683822637,0.06958571694533537,36.965898468012,46867764370.93506
2025-02-03,116.64927673339844,118.55909714130068,112.99961082645434,114.7394486968032,371235700.0,-0.028400073002868287,0.06838575708208944,34.81912748309074,43304375902.61688
2025-02-04,118.63909149169922,121.1888524384042,116.68926621972048,116.94924444838958,256550000.0,0.017058097692697283,0.06807257632920757,37.11432199076774,30436858922.195435
2025-02-05,124.81851959228516,124.98850212428792,120.74889426826606,121.74880228526035,262230800.0,0.05208593578127907,0.06886244402026068,43.73985050408648,32731260247.50061
2025-02-06,128.66815185546875,128.7581551695,125.19847756454048,127.40827329026632,251483600.0,0.030841835616687963,0.07021748680296612,47.45403759127271,32357930033.95996
2025-02-07,129.8280487060547,130.35799871586244,124.9884977355082,129.20811063964976,228186300.0,0.009014638306834799,0.07008274707673359,48.5560388800616,29624982070.454407
2025-02-10,133.55772399902344,134.98758517024453,129.94805537047182,130.0780330404282,216989100.0,0.028727808282886125,0.04092641385462681,52.03913976407189,28980570328.596497
2025-02-11,132.7877960205078,134.4676342706669,131.0079608594355,132.56781502240796,178902400.0,-0.00576475815446853,0.03105596662542276,51.26745981940501,23756055398.779297
2025-02-12,131.12794494628906,132.22784993678553,129.0681367435288,130.00805277951918,160278600.0,-0.012500027291381555,0.027653312875938564,49.56117166821141,21017003436.868286
2025-02-13,135.27755737304688,136.487452862588,131.15794096754342,131.54790450828392,197430000.0,0.031645523221289995,0.02881010333227308,53.70908291466784,26707848152.160645
2025-02-14,138.8372344970703,139.23719160158925,135.4875365315285,136.46744211776974,195479600.0,0.026313877875597136,0.024337484220496156,56.97757268840063,27139847064.593506
2025-02-18,139.38717651367188,143.4268135927519,137.91731045487123,141.25701494818574,219176600.0,0.0039610556821711995,0.01963757796544843,57.47710677587757,30550407431.866455
2025-02-19,139.21719360351562,141.34700263351252,137.2073839146051,139.49716663707372,167536000.0,-0.0012195017820708642,0.020577399716254663,57.25581622411328,23323891747.558594
2025-02-20,140.0971221923828,140.6470746897965,136.7774200315485,140.01712771481476,143903600.0,0.006320545372960007,0.01640239618057603,58.15396673239958,20160480233.12378
2025-02-21,134.41763305664062,141.4470007486669,134.01767593596887,140.02711787829398,228217600.0,-0.04053965596768683,0.021805339895708625,50.74270374879492,30676469613.867188
2025-02-24,130.2680206298828,138.57725415414035,130.06804206967678,136.5474420161462,251381100.0,-0.030871042231559453,0.024400709589746092,46.11817059028609,32746918320.762634
2025-02-25,126.61835479736328,130.18802626376245,124.42856133510212,129.96804527013506,271428700.0,-0.028016590832288357,0.023723248036141155,42.453475913273685,34367855438.78708
2025-02-26,131.26792907714844,133.71770077604796,128.478192299153,129.97805439122038,322553800.0,0.03672117117005835,0.027142415185656844,48.11052297095919,42340969341.96472
2025-02-27,120.13895416259766,134.99758082030266,119.9989676453928,134.9875872324259,443175800.0,-0.08478060858269565,0.038036723203689435,38.38417930242971,53242677122.17255
2025-02-28,124.90850830078124,125.07849083366686,116.38929530836823,118.00914142194866,389091100.0,0.039700313453107094,0.039042632959683944,43.64273794739897,48600788894.1101
2025-03-03,114.04950714111328,123.68861991301428,112.26967207329028,123.49864257535764,411381400.0,-0.08693564039304147,0.04429910378245058,36.09066539666387,46917845917.02118
2025-03-04,115.97933197021484,119.29902637351395,110.09987541363247,110.6398266732206,398163300.0,0.01692093966450714,0.04521154478199987,38.13937846539832,46178713549.056244
2025-03-05,117.28921508789062,118.26912068620358,114.49947076595478,117.56918811598004,284337900.0,0.011294108143442116,0.045873479323673375,39.55573082788562,33349769110.739136
2025-03-06,110.55982971191406,115.3393888375433,110.209863429875,113.5195565422474,321181900.0,-0.057374289451369465,0.04683888640921259,35.10843479697181,35509816170.54901
2025-03-07,112.6796417236328,113.46957000648337,107.5501084934214,111.2397716760376,341755500.0,0.01917343774173985,0.048058126984439106,37.49253838269281,38508887297.080986
2025-03-10,106.97016143798828,111.83970852661248,105.45029700249104,109.88989097369002,366487400.0,-0.05067002519983199,0.04911597349532087,33.881865849189026,39203216342.98859
2025-03-11,108.75,112.22967568900776,104.76036144852146,106.98015850635034,354865700.0,0.016638645189327006,0.05016299590103289,35.95254981112397,38591644875.0
2025-03-12,115.73999786376952,116.76000213623048,112.87999725341795,114.12000274658205,323857500.0,0.0642758424254668,0.0538740175716395,43.44380403391321,37483266358.16573
2025-03-13,115.58000183105467,117.76000213623048,113.79000091552734,117.02999877929688,299033100.0,-0.0013823745953681632,0.047263319881507726,43.31890845940643,34562246245.54595
2025-03-14,121.66999816894533,121.87999725341795,118.1500015258789,118.61000061035156,277593500.0,0.052690744431658,0.04871846150756983,49.29432608890609,33774800636.711124
2025-03-17,119.52999877929688,122.88999938964844,118.02999877929688,122.73999786376952,255501500.0,-0.01758855446580143,0.039221875928224736,47.40320613656228,30540093983.10852
2025-03-18,115.43000030517578,119.0199966430664,114.54000091552734,118.0,299686900.0,-0.03430099988281132,0.04086026060709776,43.926236727228144,34592858958.457184
2025-03-19,117.5199966430664,120.4499969482422,115.68000030517578,117.2699966430664,273426200.0,0.018106179783115905,0.041120323395864626,46.09671239134277,32133046106.126404
2025-03-20,118.52999877929688,120.1999969482422,116.47000122070312,116.5500030517578,248829700.0,0.008594300247455555,0.03565038709670996,47.16112552744809,29493784037.252808
2025-03-21,117.6999969482422,117.98999786376952,115.41999816894533,116.94000244140624,266498500.0,-0.007002462158125389,0.03566339191154957,46.35110411948823,31366872636.711124
2025-03-24,121.41000366210938,122.22000122070312,119.33999633789062,119.87999725341795,228452500.0,0.03152087349244903,0.030525158077392037,50.44799063644652,27736418861.618042
2025-03-25,120.69000244140624,121.29000091552734,118.91999816894533,120.5500030517578,167447200.0,-0.005930328630142756,0.031068482624701285,49.655482782030184,20209202976.806637
2025-03-26,113.76000213623048,118.83999633789062,112.70999908447266,118.7300033569336,293463300.0,-0.05741983731038702,0.0316657594384651,42.702134392852145,33384385634.905247
2025-03-27,111.43000030517578,114.4499969482422,110.66000366210938,111.3499984741211,236902100.0,-0.020481731604263365,0.032243922346506956,40.64148529011432,26398001075.296783
2025-03-28,109.66999816894533,112.87000274658205,109.06999969482422,111.48999786376952,229872500.0,-0.015794688426907455,0.025658954984056206,39.10636120825763,25210116654.090885
2025-03-31,108.37999725341795,110.95999908447266,103.6500015258789,105.12999725341795,299212700.0,-0.011762568952906727,0.0255340956613781,37.974160045286276,32428671604.18777
2025-04-01,110.1500015258789,110.1999969482422,106.47000122070312,108.5199966430664,222614000.0,0.016331466297440977,0.02507403818198753,40.51879184381406,24520932439.682007
2025-04-02,110.41999816894533,111.9800033569336,106.79000091552734,107.29000091552734,220601200.0,0.002451172395154133,0.02397863343317317,40.916975789567424,24358784100.067142
2025-04-03,101.8000030517578,105.62999725341795,101.5999984741211,103.51000213623048,338769400.0,-0.07806552490608376,0.03234020693728126,33.261400456087,34486725953.842155
2025-04-04,94.30999755859376,100.12999725341795,92.11000061035156,98.91000366210938,532273800.0,-0.07357569026158006,0.03710071177346755,28.305671268845813,50198740778.503426
2025-04-07,97.63999938964844,101.75,86.62000274658203,87.45999908447266,611041300.0,0.0353091073826588,0.037713937406348985,33.07956563896481,59662072159.04999
2025-04-08,96.3000030517578,105.8499984741211,94.45999908447266,103.80999755859376,476243400.0,-0.013723846233787529,0.03744996301653984,32.15180242331462,45862240873.37951
2025-04-09,114.33000183105467,115.0999984741211,97.52999877929688,98.88999938964844,612918300.0,0.18722739572091607,0.07378566139648333,51.757552213379256,70074950361.28691
2025-04-10,107.56999969482422,110.86000061035156,99.1500015258789,109.37000274658205,437812400.0,-0.05912710599112647,0.07611529202349458,46.349665732158705,47095479734.39026
2025-04-11,110.93000030517578,111.5500030517578,107.4800033569336,108.5,313417300.0,0.031235480337304722,0.0765562740692163,49.19130586133669,34767381184.64737
2025-04-14,110.70999908447266,114.29000091552734,109.06999969482422,114.11000061035156,264705000.0,-0.0019832436680599086,0.07640010320152736,49.00826989608895,29305490307.655334
2025-04-15,112.1999969482422,113.62000274658205,110.5,110.97000122070312,228966900.0,0.013458566309197284,0.07635650956464865,50.355568508069766,25690085481.248478
2025-04-16,104.48999786376952,106.79000091552734,100.4499969482422,104.5500030517578,397016900.0,-0.06871657124936736,0.07978951633648974,43.89290162747625,41484295032.880394
2025-04-17,101.48999786376952,104.47000122070312,100.0500030517578,104.4499969482422,290833400.0,-0.02871088201103511,0.07605539505162152,41.652837404089304,29516681144.712826
2025-04-21,96.91000366210938,99.44000244140624,95.04000091552734,98.7699966430664,288501100.0,-0.04512754259595009,0.07339412010926097,38.428448720716204,27958642657.522583
2025-04-22,98.88999938964844,99.81099700927734,97.27999877929688,98.76499938964844,231184779.0,0.020431283177354986,0.07285994730746267,40.570304909950394,22861862654.20601
